"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Abstract","PubMed ID","Document Type","Publication Stage","Open Access","Source"
"Mousser, W.; Ouadfel, S.; Taleb-Ahmed, A.; Kitouni, I.","Mousser, Wafa (57209203121); Ouadfel, Salima (16231038700); Taleb-Ahmed, Abdelmalik A. (6603556845); Kitouni, Ilham (55308079100)","57209203121; 16231038700; 6603556845; 55308079100","IDT: An incremental deep tree framework for biological image classification","2022","Artificial Intelligence in Medicine","14","10.1016/j.artmed.2022.102392","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143335061&doi=10.1016%2Fj.artmed.2022.102392&partnerID=40&md5=196127d96c1642f84f948ca72b22f150","Nowadays, breast and cervical cancers are respectively the first and fourth most common causes of cancer death in females. It is believed that, automated systems based on artificial intelligence would allow the early diagnostic which increases significantly the chances of proper treatment and survival. Although Convolutional Neural Networks (CNNs) have achieved human-level performance in object classification tasks, the regular growing of the amount of medical data and the continuous increase of the number of classes make them difficult to learn new tasks without being re-trained from scratch. Nevertheless, fine tuning and transfer learning in deep models are techniques that lead to the well-known catastrophic forgetting problem. In this paper, an Incremental Deep Tree (IDT) framework for biological image classification is proposed to address the catastrophic forgetting of CNNs allowing them to learn new classes while maintaining acceptable accuracies on the previously learnt ones. To evaluate the performance of our approach, the IDT framework is compared against with three popular incremental methods, namely iCaRL, LwF and SupportNet. The experimental results on MNIST dataset achieved 87 % of accuracy and the obtained values on the BreakHis, the LBC and the SIPaKMeD datasets are promising with 92 %, 98 % and 93 % respectively. © 2022 Elsevier B.V.","36462909","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus"
"Ji, M.; Zhong, J.; Xue, R.; Su, W.; Kong, Y.; Fei, Y.; Ma, J.; Wang, Y.; Mi, L.","Ji, Mingmei (57929034900); Zhong, Jiahui (57315270900); Xue, Runzhe (57930170200); Su, Wenhua (57398180900); Kong, Yawei (57221226817); Fei, Yiyan (7103059430); Ma, Jiong (12646558400); Wang, Yulan (57208730157); Mi, Lan (7005573154)","57929034900; 57315270900; 57930170200; 57398180900; 57221226817; 7103059430; 12646558400; 57208730157; 7005573154","Early Detection of Cervical Cancer by Fluorescence Lifetime Imaging Microscopy Combined with Unsupervised Machine Learning","2022","International Journal of Molecular Sciences","19","10.3390/ijms231911476","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139969892&doi=10.3390%2Fijms231911476&partnerID=40&md5=66d6a6a6af5b268f2469cba7d09761fc","Cervical cancer has high morbidity and mortality rates, affecting hundreds of thousands of women worldwide and requiring more accurate screening for early intervention and follow-up treatment. Cytology is the current dominant clinical screening approach, and though it has been used for decades, it has unsatisfactory sensitivity and specificity. In this work, fluorescence lifetime imaging microscopy (FLIM) was used for the imaging of exfoliated cervical cells in which an endogenous coenzyme involved in metabolism, namely, reduced nicotinamide adenine dinucleotide (phosphate) [NAD(P)H], was detected to evaluate the metabolic status of cells. FLIM images from 71 participants were analyzed by the unsupervised machine learning method to build a prediction model for cervical cancer risk. The FLIM method combined with unsupervised machine learning (FLIM-ML) had a sensitivity and specificity of 90.9% and 100%, respectively, significantly higher than those of the cytology approach. One cancer recurrence case was predicted as high-risk several months earlier using this method as compared to using current clinical methods, implying that FLIM-ML may be very helpful for follow-up cancer care. This study illustrates the clinical applicability of FLIM-ML as a detection method for cervical cancer screening and a convenient tool for follow-up cancer care. © 2022 by the authors.","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus"
"Xu, X.; Jaberi-Douraki, M.; Wallace, N.A.","Xu, Xuan (57210196018); Jaberi-Douraki, Majid (8973766800); Wallace, Nicholas A. (24336915400)","57210196018; 8973766800; 24336915400","Predicting the Prognostic Value of POLI Expression in Different Cancers via a Machine Learning Approach","2022","International Journal of Molecular Sciences","3","10.3390/ijms23158571","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137118385&doi=10.3390%2Fijms23158571&partnerID=40&md5=39f936ccb169fde15acc547c37baeb40","Translesion synthesis (TLS) is a cell signaling pathway that facilitates the tolerance of replication stress. Increased TLS activity, the particularly elevated expression of TLS polymerases, has been linked to resistance to cancer chemotherapeutics and significantly altered patient outcomes. Building upon current knowledge, we found that the expression of one of these TLS polymerases (POLI) is associated with significant differences in cervical and pancreatic cancer survival. These data led us to hypothesize that POLI expression is associated with cancer survival more broadly. However, when cancers were grouped cancer type, POLI expression did not have a significant prognostic value. We presented a binary cancer random forest classifier using 396 genes that influence the prognostic characteristics of POLI in cervical and pancreatic cancer selected via graphical least absolute shrinkage and selection operator. The classifier was then used to cluster patients with bladder, breast, colorectal, head and neck, liver, lung, ovary, melanoma, stomach, and uterus cancer when high POLI expression was associated with worsened survival (Group I) or with improved survival (Group II). This approach allowed us to identify cancers where POLI expression is a significant prognostic factor for survival (p = 0.028 in Group I and p = 0.0059 in Group II). Multiple independent validation approaches, including the gene ontology enrichment analysis and visualization tool and network visualization support the classification scheme. The functions of the selected genes involving mitochondrial translational elongation, Wnt signaling pathway, and tumor necrosis factor-mediated signaling pathway support their association with TLS and replication stress. Our multidisciplinary approach provides a novel way of identifying tumors where increased TLS polymerase expression is associated with significant differences in cancer survival. © 2022 by the authors.","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus"
"Pramanik, R.; Biswas, M.; Sen, S.; Souza Júnior, L.A.D.; Papa, J.P.; Sarkar, R.","Pramanik, Rishav (57326000500); Biswas, Momojit (57563007500); Sen, Shibaprasad (57190795336); Souza Júnior, Luis Antonio De (57563007600); Papa, João Paulo (23397842300); Sarkar, Ram Krishna (13607482600)","57326000500; 57563007500; 57190795336; 57563007600; 23397842300; 13607482600","A fuzzy distance-based ensemble of deep models for cervical cancer detection","2022","Computer Methods and Programs in Biomedicine","111","10.1016/j.cmpb.2022.106776","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127673130&doi=10.1016%2Fj.cmpb.2022.106776&partnerID=40&md5=9c1d0cc83f5f2dd583892dec43e174eb","Background and Objective: Cervical cancer is one of the leading causes of women's death. Like any other disease, cervical cancer's early detection and treatment with the best possible medical advice are the paramount steps that should be taken to ensure the minimization of after-effects of contracting this disease. PaP smear images are one the most effective ways to detect the presence of such type of cancer. This article proposes a fuzzy distance-based ensemble approach composed of deep learning models for cervical cancer detection in PaP smear images. Methods: We employ three transfer learning models for this task: Inception V3, MobileNet V2, and Inception ResNet V2, with additional layers to learn data-specific features. To aggregate the outcomes of these models, we propose a novel ensemble method based on the minimization of error values between the observed and the ground-truth. For samples with multiple predictions, we first take three distance measures, i.e., Euclidean, Manhattan (City-Block), and Cosine, for each class from their corresponding best possible solution. We then defuzzify these distance measures using the product rule to calculate the final predictions. Results: In the current experiments, we have achieved 95.30%, 93.92%, and 96.44% respectively when Inception V3, MobileNet V2, and Inception ResNet V2 run individually. After applying the proposed ensemble technique, the performance reaches 96.96% which is higher than the individual models. Conclusion: Experimental outcomes on three publicly available datasets ensure that the proposed model presents competitive results compared to state-of-the-art methods. The proposed approach provides an end-to-end classification technique to detect cervical cancer from PaP smear images. This may help the medical professionals for better treatment of the cervical cancer. Thus increasing the overall efficiency in the whole testing process. The source code of the proposed work can be found in github.com/rishavpramanik/CervicalFuzzyDistanceEnsemble. © 2022 Elsevier B.V.","35398621","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus"
"Kim, Y.J.; Ju, W.; Nam, K.H.; Kim, S.N.; Kim, Y.J.; Kim, K.G.","Kim, Yoonji (57449625000); Ju, Woong (8873659700); Nam, Kyehyun (36114711500); Kim, Soonyung (57204797884); Kim, Young-jae (57211074065); Kim, Kwanggi (57874739200)","57449625000; 8873659700; 36114711500; 57204797884; 57211074065; 57874739200","RGB Channel Superposition Algorithm with Acetowhite Mask Images in a Cervical Cancer Classification Deep Learning Model","2022","Sensors","10","10.3390/s22093564","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129427821&doi=10.3390%2Fs22093564&partnerID=40&md5=c72814ef2dd7fad4f7eabb4ef5c27288","Cervical cancer is one of the main causes of death from cancer in women. However, it can be treated successfully at an early stage. This study aims to propose an image processing algorithm based on acetowhite, which is an important criterion for diagnosing cervical cancer, to increase the accuracy of the deep learning classification model. Then, we mainly compared the performance of the model, the original image without image processing, a mask image made with acetowhite as the region of interest, and an image using the proposed algorithm. In conclusion, the deep learning classification model based on images with the proposed algorithm achieved an accuracy of 81.31%, which is approximately 9% higher than the model with original images and approximately 4% higher than the model with acetowhite mask images. Our study suggests that the proposed algorithm based on acetowhite could have a better performance than other image processing algorithms for classifying stages of cervical images. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","35591254","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus"
"Wu, X.; Wang, H.-Y.; Shi, P.; Sun, R.; Wang, X.; Luo, Z.; Zeng, F.; Lebowitz, M.S.; Lin, W.-Y.; Lu, J.-J.; Scherer, R.; Price, O.; Wang, Z.; Zhou, J.; Wang, Y.","Wu, Xiaoxing (57209469469); Wang, Hsinyao (36667740200); Shi, Peichang (57215597635); Sun, Rong (57092978900); Wang, Xiaolin (59650838000); Luo, Zhixiao (57222304445); Zeng, Fanling (57222487883); Lebowitz, Michael S. (57196933936); Lin, Wanying (55510667500); Lu, Jangjih (7601560239); Scherer, Richard (57200551843); Price, Olivia (57491309300); Wang, Ziwei (8323927100); Zhou, Jiming (57217049704); Wang, Yonghong (59117210100)","57209469469; 36667740200; 57215597635; 57092978900; 59650838000; 57222304445; 57222487883; 57196933936; 55510667500; 7601560239; 57200551843; 57491309300; 8323927100; 57217049704; 59117210100","Long short-term memory model – A deep learning approach for medical data with irregularity in cancer predication with tumor markers","2022","Computers in Biology and Medicine","43","10.1016/j.compbiomed.2022.105362","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126556283&doi=10.1016%2Fj.compbiomed.2022.105362&partnerID=40&md5=33107f185d61c042690a0cbd841a47fb","Background: Machine learning (ML) has emerged as a superior method for the analysis of large datasets. Application of ML is often hindered by incompleteness of the data which is particularly evident when approaching disease screening data due to varied testing regimens across medical institutions. Here we explored the utility of multiple ML algorithms to predict cancer risk when trained using a large but incomplete real-world dataset of tumor marker (TM) values. Methods: TM screening data were collected from a large asymptomatic cohort (n = 163,174) at two independent medical centers. The cohort included 785 individuals who were subsequently diagnosed with cancer. Data included levels of up to eight TMs, but for most subjects, only a subset of the biomarkers were tested. In some instances, TM values were available at multiple time points, but intervals between tests varied widely. The data were used to train and test various machine learning models to evaluate their robustness for predicting cancer risk. Multiple methods for data imputation were explored and models were developed for both single time-point as well as time-series data. Results: The ML algorithm, long short-term memory (LSTM), demonstrated superiority over other models for dealing with irregular medical data. A cancer risk prediction tool was trained and validated for a single time-point test of a TM panel including up to four biomarkers (AUROC = 0.831, 95% CI: 0.827–0.835) which outperformed a single threshold method using the same biomarkers. A second model relying on time series data of up to four time-points for 5 TMs had an AUROC of 0.931. Conclusions: A cancer risk prediction tool was developed by training a LSTM model using a large but incomplete real-world dataset of TM values. The LSTM model was best able to handle irregular data compared to other ML models. The use of time-series TM data can further improve the predictive performance of LSTM models even when the intervals between tests vary widely. These risk prediction tools are useful to direct subjects to further screening sooner, resulting in earlier detection of occult tumors. © 2022 The Authors","35299045","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus"
"Rajasekar, R.; Vairavasundaram, V.; Varadarajan, V.; Mahanti, A.","Rajasekar, Elakkiya (55320920100); Vairavasundaram, Subramaniyaswamy (54888993500); Varadarajan, Vijayakumar (57200993506); Mahanti, Aniket (19640237200)","55320920100; 54888993500; 57200993506; 19640237200","Cervical Cancer Diagnostics Healthcare System Using Hybrid Object Detection Adversarial Networks","2022","IEEE Journal of Biomedical and Health Informatics","98","10.1109/JBHI.2021.3094311","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128489283&doi=10.1109%2FJBHI.2021.3094311&partnerID=40&md5=fbdceee7469410bc74004a87d41619a4","Cervical cancer is one of the common cancers among women and it causes significant mortality in many developing countries. Diagnosis of cervical lesions is done using pap smear test or visual inspection using acetic acid (staining). Digital colposcopy, an inexpensive methodology, provides painless and efficient screening results. Therefore, automating cervical cancer screening using colposcopy images will be highly useful in saving many lives. Nowadays, many automation techniques using computer vision and machine learning in cervical screening gained attention, paving the way for diagnosing cervical cancer. However, most of the methods rely entirely on the annotation of cervical spotting and segmentation. This paper aims to introduce the Faster Small-Object Detection Neural Networks (FSOD-GAN) to address the cervical screening and diagnosis of cervical cancer and the type of cancer using digital colposcopy images. The proposed approach automatically detects the cervical spot using Faster Region-Based Convolutional Neural Network (FR-CNN) and performs the hierarchical multiclass classification of three types of cervical cancer lesions. Experimentation was done with colposcopy data collected from available open sources consisting of 1,993 patients with three cervical categories, and the proposed approach shows 99% accuracy in diagnosing the stages of cervical cancer. © 2013 IEEE.","34214045","Article","Final","","Scopus"
"Lu, P.; Fang, F.; Zhang, H.; Ling, L.; Hua, K.","Lu, Pengyue (57344157100); Fang, Faming (35753184800); Zhang, He (55685593900); Ling, Lei (57221232803); Hua, Keqin (57203187482)","57344157100; 35753184800; 55685593900; 57221232803; 57203187482","AugMS-Net:Augmented multiscale network for small cervical tumor segmentation from MRI volumes","2022","Computers in Biology and Medicine","12","10.1016/j.compbiomed.2021.104774","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119263879&doi=10.1016%2Fj.compbiomed.2021.104774&partnerID=40&md5=85bc24aaf0d011c4c1650b62739860ca","Cervical cancer is one of the leading causes of female-specific cancer death. Tumor region segmentation plays a pivotal role in both the clinical analysis and treatment planning of cervical cancer. Due to the heterogeneity and low contrast of biomedical images, current state-of-the-art tumor segmentation approaches are facing the challenge of the insensitive detection of small lesion regions. To tackle this problem, this paper proposes an augmented multiscale network (AugMS-Net) based on 3D U-Net to automatically segment cervical Magnetic Resonance Imaging (MRI) volumes. Since a multiscale strategy is considered one of the most promising algorithms to tackle small object recognition, we introduce a novel 3D module to explore more granular multiscale representations. Besides, we employ a deep multiscale supervision strategy to doubly supervise the side outputs hierarchically. To demonstrate the generalization of our model, we evaluated AugMS-Net on both a cervical dataset from MRI volumes and a liver dataset from Computerized Tomography (CT) volumes. Our proposed AugMS-Net shows superior performance over baseline models, yielding high accuracy while reducing the number of model parameters by nearly 20%. The source code and trained models are available at https://github.com/Cassieyy/AugMS-Net. © 2021 Elsevier Ltd","34785076","Article","Final","","Scopus"
"Yan, L.; Song, H.; Guo, Y.; Ren, P.; Zhou, W.; Li, S.; Yang, J.; Shen, X.","Yan, Ling (57222009111); Song, Haoxuan (57222006055); Guo, Yi (57222006553); Ren, Peng (57213938621); Zhou, Wenhui (57189245155); Li, Shufeng (57222004996); Yang, Jingjing (57189347689); Shen, Xingfa (7402721417)","57222009111; 57222006055; 57222006553; 57213938621; 57189245155; 57222004996; 57189347689; 7402721417","HLDnet: Novel deep learning based Artificial Intelligence tool fuses acetic acid and Lugol's iodine cervicograms for accurate pre-cancer screening","2022","Biomedical Signal Processing and Control","13","10.1016/j.bspc.2021.103163","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115167220&doi=10.1016%2Fj.bspc.2021.103163&partnerID=40&md5=1cc5ef9b1b41c1fa5bd8ec59b35487a7","Cervical cancer is one of the major causes of women's death and infertility around the world, especially in developing and underdeveloped countries. Early screening for high-grade squamous intraepithelial lesion or above (HSIL+), including early stages of cervical cancer, is the key to improve the survival rate. Recently, Artificial Intelligence (AI) tools have been developed via deep learning methods to automatically detect biopsy regions based on colposcopy images (i.e., cervicograms). However, most existing AI tools only learn from the single-channel acetic acid cervicograms, which is known to have the caveat of inflated false positive detections. Since both acetic acid and Lugol's iodine cervicograms are considered by physicians in clinic, it is important for AI tools to fuse both types of cervicograms to achieve desired accuracy. Thus, we develop a novel deep learning based AI tool, referred to as HLDnet (HSIL+ Detection Network), to fuse the information of both types of cervicograms to ensure satisfactory accuracy of detecting HSIL+ regions. The HLDnet framework fuses the detection results of the dual-channel target detection algorithm by adopting late fusion. Specifically, HLDnet uses the Intersection over Union (IoU) decision algorithm to evaluate the proportion of common lesion region detected on both types of colposcopy images, which will reduce false positive rate and improve detection accuracy of HSIL+ regions. By applying HLDnet to real clinical cervicograms of 400 training and validation patients with HSIL+ and additional 200 test patients (100 HSIL+ and 100 LSIL-), we obtained accuracy 0.86 (sensitivity 0.82 and specificity 0.90) with the test data, outperforming the respective accuracy 0.61 or 0.53 by single-channel detection using only acetic acid cervicograms or Lugol's iodine. Overall, our AI tool HLDnet is expected to improve the accuracy of automatic pre-cervix-cancer screening, so that it can help increase the availability of pre-cervix-cancer screening to worldwide people, especially in developing and underdeveloped countries. © 2021 Elsevier Ltd","","Article","Final","","Scopus"
"Ali, M.M.; Ahmed, K.; Bui, F.M.; Paul, B.K.; Ebrahim Yakoot, S.M.; Quinn, J.M.W.; Moni, M.A.","Ali, Md Mamun (57221004173); Ahmed, Kawsar M. (34879354400); Bui, Francis Minhthang (9241721100); Paul, Bikash Kumar (57192643519); Ebrahim Yakoot, Sobhy M. (57214757956); Quinn, Julian M.W. (35466313100); Moni, Mohammad Ali (35119094400)","57221004173; 34879354400; 9241721100; 57192643519; 57214757956; 35466313100; 35119094400","Machine learning-based statistical analysis for early stage detection of cervical cancer","2021","Computers in Biology and Medicine","86","10.1016/j.compbiomed.2021.104985","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118327426&doi=10.1016%2Fj.compbiomed.2021.104985&partnerID=40&md5=9901591bcd20c5f4b0b9dd6c70e51cad","Cervical cancer (CC) is the most common type of cancer in women and remains a significant cause of mortality, particularly in less developed countries, although it can be effectively treated if detected at an early stage. This study aimed to find efficient machine-learning-based classifying models to detect early stage CC using clinical data. We obtained a Kaggle data repository CC dataset which contained four classes of attributes including biopsy, cytology, Hinselmann, and Schiller. This dataset was split into four categories based on these class attributes. Three feature transformation methods, including log, sine function, and Z-score were applied to these datasets. Several supervised machine learning algorithms were assessed for their performance in classification. A Random Tree (RT) algorithm provided the best classification accuracy for the biopsy (98.33%) and cytology (98.65%) data, whereas Random Forest (RF) and Instance-Based K-nearest neighbor (IBk) provided the best performance for Hinselmann (99.16%), and Schiller (98.58%) respectively. Among the feature transformation methods, logarithmic gave the best performance for biopsy datasets whereas sine function was superior for cytology. Both logarithmic and sine functions performed the best for the Hinselmann dataset, while Z-score was best for the Schiller dataset. Various Feature Selection Techniques (FST) methods were applied to the transformed datasets to identify and prioritize important risk factors. The outcomes of this study indicate that appropriate system design and tuning, machine learning methods and classification are able to detect CC accurately and efficiently in its early stages using clinical data. © 2021 Elsevier Ltd","34735942","Article","Final","","Scopus"
"Ding, D.; Lang, T.; Zou, D.; Tan, J.; Chen, J.; Zhou, L.; Wang, D.; Li, R.; Li, Y.; Liu, J.; Ma, C.; Zhou, Q.","Ding, Dongyan (57214137238); Lang, Tingyuan (57193856654); Zou, Dongling (55658708400); Tan, Jiawei (59617546300); Chen, Jia (57255930100); Zhou, L. (55710638800); Wang, Dong (57732595600); Li, Rong (57219008424); Li, Yunzhe (57221627301); Liu, Jingshu (57218350345); Ma, Cui (57208452517); Zhou, Qi (57204116688)","57214137238; 57193856654; 55658708400; 59617546300; 57255930100; 55710638800; 57732595600; 57219008424; 57221627301; 57218350345; 57208452517; 57204116688","Machine learning-based prediction of survival prognosis in cervical cancer","2021","BMC Bioinformatics","43","10.1186/s12859-021-04261-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108178289&doi=10.1186%2Fs12859-021-04261-x&partnerID=40&md5=b523087e302f8a1c51f6fe3b93b6e6f7","Background: Accurately forecasting the prognosis could improve cervical cancer management, however, the currently used clinical features are difficult to provide enough information. The aim of this study is to improve forecasting capability by developing a miRNAs-based machine learning survival prediction model. Results: The expression characteristics of miRNAs were chosen as features for model development. The cervical cancer miRNA expression data was obtained from The Cancer Genome Atlas database. Preprocessing, including unquantified data removal, missing value imputation, samples normalization, log transformation, and feature scaling, was performed. In total, 42 survival-related miRNAs were identified by Cox Proportional-Hazards analysis. The patients were optimally clustered into four groups with three different 5-years survival outcome (≥ 90%, ≈ 65%, ≤ 40%) by K-means clustering algorithm base on top 10 survival-related miRNAs. According to the K-means clustering result, a prediction model with high performance was established. The pathways analysis indicated that the miRNAs used play roles involved in the regulation of cancer stem cells. Conclusion: A miRNAs-based machine learning cervical cancer survival prediction model was developed that robustly stratifies cervical cancer patients into high survival rate (5-years survival rate ≥ 90%), moderate survival rate (5-years survival rate ≈ 65%), and low survival rate (5-years survival rate ≤ 40%). © 2021, The Author(s).","34134623","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus"
"Pal, A.; Xue, Z.; Desai, K.; Aina F Banjo, A.; Adepiti, C.A.; Long, L.R.; Schiffman, M.; Antani, S.","Pal, Anabik (57190273402); Xue, Zhiyun (23007040400); Desai, Kanan T. (57220486285); Aina F Banjo, Adekunbiola (57278673100); Adepiti, Clement Akinfolarin (36241259500); Long, Leonard Rodney (7201908308); Schiffman, Mark H. (19738312900); Antani, Sameer K. (6701355570)","57190273402; 23007040400; 57220486285; 57278673100; 36241259500; 7201908308; 19738312900; 6701355570","Deep multiple-instance learning for abnormal cell detection in cervical histopathology images","2021","Computers in Biology and Medicine","48","10.1016/j.compbiomed.2021.104890","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116055859&doi=10.1016%2Fj.compbiomed.2021.104890&partnerID=40&md5=8c44744bf8794f4e0528f749371e4a56","Cervical cancer is a disease of significant concern affecting women's health worldwide. Early detection of and treatment at the precancerous stage can help reduce mortality. High-grade cervical abnormalities and precancer are confirmed using microscopic analysis of cervical histopathology. However, manual analysis of cervical biopsy slides is time-consuming, needs expert pathologists, and suffers from reader variability errors. Prior work in the literature has suggested using automated image analysis algorithms for analyzing cervical histopathology images captured with the whole slide digital scanners (e.g., Aperio, Hamamatsu, etc.). However, whole-slide digital tissue scanners with good optical magnification and acceptable imaging quality are cost-prohibitive and difficult to acquire in low and middle-resource regions. Hence, the development of low-cost imaging systems and automated image analysis algorithms are of critical importance. Motivated by this, we conduct an experimental study to assess the feasibility of developing a low-cost diagnostic system with the H&E stained cervical tissue image analysis algorithm. In our imaging system, the image acquisition is performed by a smartphone affixing it on the top of a commonly available light microscope which magnifies the cervical tissues. The images are not captured in a constant optical magnification, and, unlike whole-slide scanners, our imaging system is unable to record the magnification. The images are mega-pixel images and are labeled based on the presence of abnormal cells. In our dataset, there are total 1331 (train: 846, validation: 116 test: 369) images. We formulate the classification task as a deep multiple instance learning problem and quantitatively evaluate the classification performance of four different types of multiple instance learning algorithms trained with five different architectures designed with varying instance sizes. Finally, we designed a sparse attention-based multiple instance learning framework that can produce a maximum of 84.55% classification accuracy on the test set. © 2021","34601391","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus"
"Akazawa, M.; Hashimoto, K.","Akazawa, Munetoshi (57203262331); Hashimoto, Kazunori (55477155500)","57203262331; 55477155500","Artificial intelligence in gynecologic cancers: Current status and future challenges – A systematic review","2021","Artificial Intelligence in Medicine","123","10.1016/j.artmed.2021.102164","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114833138&doi=10.1016%2Fj.artmed.2021.102164&partnerID=40&md5=0b45780225ea735f8f92033c2d433595","Objective: Over the past years, the application of artificial intelligence (AI) in medicine has increased rapidly, especially in diagnostics, and in the near future, the role of AI in medicine will become progressively more important. In this study, we elucidated the state of AI research on gynecologic cancers. Methods: A search was conducted in three databases—PubMed, Web of Science, and Scopus—for research papers dated between January 2010 and December 2020. As keywords, we used “artificial intelligence,” “deep learning,” “machine learning,” and “neural network,” combined with “cervical cancer,” “endometrial cancer,” “uterine cancer,” and “ovarian cancer.” We excluded genomic and molecular research, as well as automated pap-smear diagnoses and digital colposcopy. Results: Of 1632 articles, 71 were eligible, including 34 on cervical cancer, 13 on endometrial cancer, three on uterine sarcoma, and 21 on ovarian cancer. A total of 35 studies (49%) used imaging data and 36 studies (51%) used value-based data as the input data. Magnetic resonance imaging (MRI), computed tomography (CT), ultrasound, cytology, and hysteroscopy data were used as imaging data, and the patients' backgrounds, blood examinations, tumor markers, and indices in pathological examination were used as value-based data. The targets of prediction were definitive diagnosis and prognostic outcome, including overall survival and lymph node metastasis. The size of the dataset was relatively small because 64 studies (90%) included less than 1000 cases, and the median size was 214 cases. The models were evaluated by accuracy scores, area under the receiver operating curve (AUC), and sensitivity/specificity. Owing to the heterogeneity, a quantitative synthesis was not appropriate in this review. Conclusions: In gynecologic oncology, more studies have been conducted on cervical cancer than on ovarian and endometrial cancers. Prognoses were mainly used in the study of cervical cancer, whereas diagnoses were primarily used for studying ovarian cancer. The proficiency of the study design for endometrial cancer and uterine sarcoma was unclear because of the small number of studies conducted. The small size of the dataset and the lack of a dataset for external validation were indicated as the challenges of the studies. © 2021 Elsevier B.V.","34629152","Review","Final","","Scopus"
"Tewari, P.; Kashdan, E.; Walsh, C.; Martin, C.M.; Parnell, A.C.; O'Leary, J.J.","Tewari, Prerna (23006811600); Kashdan, Eugene (6603251943); Walsh, Cathal D. (7401952529); Martin, Cara M. (8636346100); Parnell, Andrew C. (24473547900); O'Leary, John James (7202225810)","23006811600; 6603251943; 7401952529; 8636346100; 24473547900; 7202225810","Estimating the conditional probability of developing human papilloma virus related oropharyngeal cancer by combining machine learning and inverse Bayesian modelling","2021","PLOS Computational Biology","9","10.1371/journal.pcbi.1009289","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113375536&doi=10.1371%2Fjournal.pcbi.1009289&partnerID=40&md5=255247c56979b132aad0aeac3d588bc8","The epidemic increase in the incidence of Human Papilloma Virus (HPV) related Oropharyngeal Squamous Cell Carcinomas (OPSCCs) in several countries worldwide represents a significant public health concern. Although gender neutral HPV vaccination programmes are expected to cause a reduction in the incidence rates of OPSCCs, these effects will not be evident in the foreseeable future. Secondary prevention strategies are currently not feasible due to an incomplete understanding of the natural history of oral HPV infections in OPSCCs. The key parameters that govern natural history models remain largely ill-defined for HPV related OPSCCs and cannot be easily inferred from experimental data. Mathematical models have been used to estimate some of these ill-defined parameters in cervical cancer, another HPV related cancer leading to successful implementation of cancer prevention strategies. We outline a ""double-Bayesian""mathematical modelling approach, whereby, a Bayesian machine learning model first estimates the probability of an individual having an oral HPV infection, given OPSCC and other covariate information. The model is then inverted using Bayes' theorem to reverse the probability relationship. We use data from the Surveillance, Epidemiology, and End Results (SEER) cancer registry, SEER Head and Neck with HPV Database and the National Health and Nutrition Examination Surveys (NHANES), representing the adult population in the United States to derive our model. The model contains 8,106 OPSCC patients of which 73.0% had an oral HPV infection. When stratified by age, sex, marital status and race/ethnicity, the model estimated a higher conditional probability for developing OPSCCs given an oral HPV infection in non-Hispanic White males and females compared to other races/ethnicities. The proposed Bayesian model represents a proof-of-concept of a natural history model of HPV driven OPSCCs and outlines a strategy for estimating the conditional probability of an individual's risk of developing OPSCC following an oral HPV infection. © 2021 Tewari et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","34415913","Article","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus"
